id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68526883,,15000,15000,15000, 36 months,5.32,451.73,A,A1,DEPUTY SHERIFF,10+ years,MORTGAGE,44000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526883,,home_improvement,Home improvement,238xx,VA,15.34,0,Jun-02,685,689,1,47,,7,0,17003,50.3,21,w,0,0,16280.56248,16280.56,15000,1257.97,22.59,0,0,Jan-19,455.59,,Jan-19,694,690,0,,1,Individual,,,,0,0,17003,0,0,0,1,19,0,,0,1,5966,50,33800,0,3,3,2,2429,7011,51,0,0,141,162,13,13,2,34,,5,47,0,2,6,2,4,5,7,14,6,7,0,0,0,0,90.5,0,0,0,33800,17003,14300,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67715283,,16000,16000,16000, 36 months,12.88,538.18,C,C2,"Owner, Fee Appraiser ",10+ years,MORTGAGE,65000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67715283,,small_business,Business,354xx,AL,18.96,0,Dec-85,675,679,0,33,66,7,1,5157,54.3,20,w,0,0,17396.63,17396.63,13833.12,3402.05,161.46,0,0,Nov-18,565.09,,Mar-19,629,625,0,55,1,Individual,,,,0,1830,39781,2,2,0,0,27,34624,68,2,2,739,64,9500,0,5,0,2,5683,3684,21.6,0,0,256,360,1,1,0,1,33,14,33,1,3,5,3,3,12,5,7,5,7,0,0,0,2,80,0,0,1,80999,39781,4700,71499,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68341789,,24250,24250,24250, 60 months,24.24,701.01,F,F3,hvac technician,4 years,MORTGAGE,75000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341789,,debt_consolidation,,114xx,NY,20.84,0,Apr-07,660,664,0,,,18,0,24799,65.3,21,w,0,0,4124.42,4124.42,1332.69,2791.73,0,0,0,Jul-16,701.01,,Mar-18,499,0,0,,1,Individual,,,,0,0,320098,2,1,0,1,14,13676,75,2,10,3138,61,38000,1,1,3,13,17783,9044,68.9,0,0,93,104,2,2,2,2,,7,,0,10,12,11,12,2,15,16,12,18,0,0,0,3,100,63.6,0,0,344960,38475,29100,18300,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68533595,,12000,12000,12000, 36 months,10.78,391.62,B,B4,Public Affairs Specialist ,1 year,RENT,98000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68533595,,debt_consolidation,Debt consolidation,993xx,WA,24.04,0,Feb-02,690,694,0,33,61,15,1,20462,62.8,39,w,0,0,13349.66559,13349.67,12000,1349.67,0,0,0,Apr-17,7884.96,,Jun-17,754,750,0,69,1,Individual,,,,0,5930,374585,0,4,1,3,9,82819,66,1,2,12597,65,32600,1,1,0,5,26756,3884,83.9,0,0,147,166,9,9,8,9,69,15,69,4,3,5,3,6,17,8,14,5,15,0,0,0,2,87.2,66.7,0,0,478544,103281,24100,120544,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68415473,,25000,25000,25000, 60 months,13.99,581.58,C,C4,Executive Assistant,9 years,MORTGAGE,79000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68415473,,debt_consolidation,Debt consolidation,212xx,MD,34.53,0,Jun-01,730,734,1,,,33,0,22519,18.6,72,w,0,0,14490.92,14490.92,8364.55,6126.37,0,0,0,Feb-18,581.58,,Mar-19,604,600,0,,1,Individual,,,,0,171,265233,3,3,2,4,5,67459,62,4,8,5447,28,121200,2,6,3,12,8556,57049,21.4,0,0,124,174,1,1,6,2,,2,,0,6,16,12,21,15,29,51,16,33,0,0,0,6,100,0,0,0,389002,89978,72600,81802,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68537655,,16800,16800,16800, 60 months,12.88,381.23,C,C2,CEO,10+ years,MORTGAGE,118000,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537655,,debt_consolidation,Debt consolidation,636xx,MO,34.29,0,Jun-97,680,684,0,35,57,11,1,7849,24.1,46,w,7434.43,7434.43,14456.69,14456.69,9365.57,5091.12,0,0,0,Feb-19,381.23,Apr-19,Nov-17,759,755,0,67,1,Individual,,,,0,0,314793,0,4,0,4,13,67959,67,1,1,4746,53,32600,2,8,1,6,28618,4751,62.3,0,0,126,222,11,11,4,11,66,11,66,12,3,3,4,22,12,5,28,3,11,0,0,0,1,64.4,25,0,0,412771,75808,12600,115941,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68446769,,7000,7000,7000, 36 months,7.49,217.72,A,A4,Carrier,10+ years,MORTGAGE,59000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446769,,credit_card,Credit card refinancing,215xx,MD,13.06,1,Oct-96,730,734,1,23,,10,0,10467,24.2,34,w,0,0,7806.099471,7806.1,7000,806.1,0,0,0,Oct-18,425.19,,Mar-19,769,765,0,,1,Individual,,,,0,0,55222,0,1,0,0,45,5337,26,1,2,6987,25,43200,0,2,2,2,6136,26118,26,0,0,124,223,10,10,3,34,,1,,0,2,4,4,5,14,8,17,4,10,0,0,0,1,97.1,0,0,0,115502,15804,35300,20402,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68367011,,21000,21000,21000, 60 months,13.99,488.53,C,C4,Resident physician,< 1 year,RENT,52000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367011,,credit_card,Credit card refinancing,441xx,OH,14.47,0,Jan-05,680,684,1,,,5,0,20374,87.4,15,w,0,0,27285.80786,27285.81,21000,6285.81,0,0,0,Aug-18,12548.3,,Mar-19,699,695,0,,1,Individual,,,,0,0,372407,1,1,1,1,5,352033,,0,0,9358,87,23300,1,0,2,1,74481,2926,87.4,0,0,76,131,85,5,0,85,,0,,0,3,3,4,4,11,4,4,3,5,0,0,0,1,100,75,0,0,370357,372407,23300,347057,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68407301,,27500,27500,27500, 60 months,14.85,652.06,C,C5,Manager,10+ years,MORTGAGE,195000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407301,,other,Other,710xx,LA,6.79,0,Jul-01,700,704,0,,,14,0,34974,50.9,19,w,0,0,29753.17,29753.17,27500,2253.17,0,0,0,Aug-16,25897.53,,Jul-16,734,730,0,,1,Individual,,,,0,0,267500,1,1,0,1,21,10003,76,1,3,12056,55,68700,0,0,0,4,19107,23969,56.8,0,0,21,173,3,3,1,3,,,,0,6,10,7,9,1,12,17,10,14,0,0,0,1,100,57.1,0,0,325100,44977,55500,13200,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68356614,,7200,7200,7200, 36 months,11.48,237.36,B,B5,Legal Administrative Assistant,10+ years,MORTGAGE,72500,Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356614,,home_improvement,Home improvement,300xx,GA,8.47,0,Aug-04,725,729,1,,,5,0,5449,35.2,7,w,0,0,8253.861926,8253.86,7200,1053.86,0,0,0,Sep-17,3755.5,,Feb-19,739,735,0,,1,Individual,,,,0,0,147791,2,1,0,1,23,14807,66,3,3,2445,53,15500,1,0,2,4,29558,10051,35.2,0,0,111,7,2,2,2,2,,0,,0,3,3,3,3,2,3,3,3,5,0,0,0,3,100,0,0,0,189950,20256,15500,22450,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68426865,,20000,20000,20000, 36 months,14.85,691.84,C,C5,GM,6 years,RENT,110000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426865,,credit_card,Credit card refinancing,606xx,IL,12.45,0,Jun-07,690,694,0,,,8,0,21374,84.5,12,w,0,0,24889.01336,24889.01,20000,4889.01,0,0,0,Dec-18,1407.7,,Dec-18,694,690,0,,1,Individual,,,,0,0,37491,0,1,1,1,10,16016,80,0,1,14981,82,25300,1,0,1,3,5356,523,97.6,0,0,10,102,16,10,0,16,,9,,0,3,4,3,5,1,6,10,4,8,0,0,0,1,100,100,0,0,45509,37491,21500,20000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68476676,,20000,20000,20000, 36 months,15.77,700.88,D,D1,Clinical Intake,5 years,RENT,70000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476676,,house,Home buying,331xx,FL,22.21,0,Jul-04,680,684,0,38,,24,0,19077,36.6,63,w,0,0,21780.58678,21780.59,20000,1780.59,0,0,0,Dec-16,2815.6,,Mar-19,659,655,0,38,1,Individual,,,,0,264,63456,2,3,0,0,47,44379,84,6,9,2957,61,52100,0,0,3,9,2759,12279,48,0,0,131,137,2,2,1,2,,9,,5,8,17,9,9,39,21,23,17,24,0,0,0,6,92.1,0,0,0,104696,63456,23600,52596,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68566951,,10000,10000,10000, 60 months,17.97,253.78,D,D4,Educator ,2 years,MORTGAGE,55000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566951,,credit_card,Credit card refinancing,802xx,CO,35.7,0,Apr-01,685,689,0,,,14,0,38623,78,28,w,0,0,5558.2,5558.2,2687.15,2871.05,0,0,0,Nov-17,253.78,,Feb-18,524,520,0,,1,Individual,,,,0,0,288087,2,2,2,2,6,32895,94,1,1,6742,85,49500,0,3,3,4,20578,287,97.4,0,0,106,176,7,6,6,51,,6,,0,3,9,3,4,6,11,16,9,14,0,0,0,4,100,100,0,0,302401,71518,11000,34953,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68615044,,16000,16000,16000, 60 months,13.99,372.21,C,C4,Registered Nurse,9 years,MORTGAGE,142000,Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68615044,,debt_consolidation,Debt consolidation,945xx,CA,17.74,2,Oct-04,680,684,2,8,39,15,2,2273,39.9,19,w,7186.06,7186.06,14112.89,14112.89,8813.94,5298.95,0,0,0,Feb-19,372.21,Apr-19,Mar-19,689,685,0,43,1,Individual,,,,0,0,667373,0,7,0,6,17,109893,69,0,1,1959,66,5700,5,0,3,7,47670,2827,44.6,0,0,134,98,23,17,1,23,29,4,13,1,2,2,4,5,10,7,8,2,15,0,0,0,0,73.7,25,0,2,704224,112166,5100,124120,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68527009,,20000,20000,20000, 36 months,9.8,643.47,B,B3,Manager,5 years,RENT,75000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68527009,,debt_consolidation,Debt consolidation,984xx,WA,23.45,0,May-92,725,729,0,70,,14,0,7558,9.6,26,w,0,0,21918.8165,21918.82,20000,1918.82,0,0,0,Mar-17,13580.93,,Mar-19,799,795,0,70,1,Individual,,,,0,0,40090,2,2,2,3,8,32532,84,3,5,1600,34,78900,0,2,0,8,2864,48533,5.9,0,0,159,283,4,4,1,4,,19,,2,5,10,7,8,11,12,13,10,14,0,0,0,5,92.3,0,0,0,117477,40090,51600,38577,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547583,,8650,8650,8650, 36 months,5.32,260.5,A,A1,Associate Consultant,< 1 year,MORTGAGE,100000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547583,,credit_card,Credit card refinancing,462xx,IN,7.28,0,Jul-01,750,754,0,,,15,0,7158,26.7,24,w,0,0,9263.849333,9263.85,8650,613.85,0,0,0,Dec-17,2.08,,Nov-18,774,770,0,,1,Individual,,,,0,0,165450,0,1,1,1,11,24041,89,0,3,3081,58,26800,1,0,5,5,13788,11142,39.1,0,0,73,173,16,11,1,20,,11,,0,3,3,9,10,5,13,18,3,15,0,0,0,1,100,0,0,0,191618,31199,18300,27078,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68587709,,21000,21000,21000, 60 months,13.44,482.56,C,C3,Teacher,2 years,RENT,54649,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587709,,debt_consolidation,Debt consolidation,761xx,TX,12.14,0,Oct-99,670,674,0,,48,9,1,1581,26.8,44,w,0,0,24473.22762,24473.23,21000,3473.23,0,0,0,May-17,17274.03,,Mar-19,719,715,0,,1,Individual,,,,0,0,51489,0,7,0,2,14,49908,97,0,1,1097,89,5900,1,3,1,3,5721,4319,26.8,0,0,186,194,17,14,2,17,,0,,0,2,2,2,14,25,2,17,2,9,0,0,0,0,100,50,1,0,57564,51489,5900,51664,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68446771,,7200,7200,7200, 36 months,15.77,252.32,D,D1,Bank Officer Senior Customer Care Spec.,< 1 year,RENT,55000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446771,,debt_consolidation,,142xx,NY,17.35,0,Jun-05,680,684,0,59,74,24,1,5938,69,43,w,0,0,8894.319824,8894.32,7200,1694.32,0,0,0,Mar-18,2602.09,,Feb-18,689,685,0,,1,Individual,,,,0,0,275831,1,18,3,9,5,269893,110,0,3,3234,108,8600,4,0,9,12,11493,1521,77.3,0,0,111,126,15,5,0,15,,5,,0,2,3,4,5,35,6,8,3,24,0,0,0,3,97.7,50,0,1,255047,275831,6700,246447,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66796130,,8800,8800,8800, 36 months,9.8,283.13,B,B3,Sales Representative/ Agent,10+ years,MORTGAGE,92000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66796130,,credit_card,Credit card refinancing,493xx,MI,5.18,0,Nov-01,665,669,1,45,,9,0,9195,76.6,24,w,0,0,9852.877877,9852.88,8800,1052.88,0,0,0,Aug-17,4768.52,,Aug-17,709,705,0,,1,Individual,,,,0,0,105650,1,1,0,0,35,921,15,2,5,3818,56,12000,0,2,3,8,11739,445,94.8,0,0,102,169,6,6,2,9,45,6,45,0,3,5,3,11,6,6,15,5,9,0,0,0,2,87.5,100,0,0,116292,10116,8500,6000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68617034,,14650,14650,14650, 60 months,20.5,392.23,E,E4,Senior Service Specialist,2 years,RENT,43160,Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68617034,,debt_consolidation,Debt consolidation,430xx,OH,21.44,0,Oct-05,690,694,0,,,12,0,11378,101.6,24,w,7142.25,7142.25,14908.17,14908.17,7507.75,7400.42,0,0,0,Mar-19,392.23,Apr-19,Mar-19,719,715,0,,1,Individual,,,,0,0,62813,0,10,0,0,76,51435,91,0,0,10159,93,11200,0,0,0,0,5234,0,101.6,0,0,122,45,40,40,0,40,,,,0,2,2,2,2,22,2,2,2,12,0,0,0,0,100,100,0,0,67732,62813,11200,56532,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68387134,,2500,2500,2500, 36 months,17.27,89.47,D,D3,Teacher,10+ years,MORTGAGE,50000,Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68387134,,other,Other,330xx,FL,17.6,3,Jan-01,670,674,4,6,,7,0,732,31.1,22,w,0,0,3213.299411,3213.3,2500,713.3,0,0,0,Nov-18,266.79,,Feb-19,669,665,0,18,1,Individual,,,,0,0,197169,3,3,2,4,2,196437,95,1,2,48,87,2500,6,3,5,6,28167,652,6.9,0,0,149,179,3,2,0,3,,0,6,3,1,4,1,1,14,4,8,4,7,0,0,1,3,68.4,0,0,0,196429,197169,700,193929,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68566925,,11000,11000,11000, 36 months,9.17,350.67,B,B2,PRINTER,10+ years,MORTGAGE,69000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566925,,credit_card,Credit card refinancing,441xx,OH,21.34,0,Sep-04,680,684,1,52,,9,0,8137,84.8,18,w,0,0,12610.02875,12610.03,11000,1610.03,0,0,0,Jan-19,350.59,,Dec-18,704,700,0,,1,Individual,,,,0,0,205780,0,3,0,3,17,25792,63,0,2,4361,67,9600,2,1,1,5,22864,463,94.6,0,0,127,135,13,13,2,13,,1,,0,4,4,4,5,8,5,8,4,9,0,0,0,0,94.4,75,0,0,231864,33929,8600,41107,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68516838,,23850,23850,23850, 60 months,17.27,596.21,D,D3,Teacher,10+ years,OWN,68046,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516838,,debt_consolidation,Debt consolidation,231xx,VA,24.71,1,Sep-93,665,669,0,23,,12,0,28220,91.3,33,f,11174.25,11174.25,22610.21,22610.21,12675.75,9934.46,0,0,0,Mar-19,596.21,Apr-19,Mar-19,614,610,0,23,1,Individual,,,,0,342,525195,0,1,0,0,45,4453,44,0,0,7494,80,30900,0,0,0,0,47745,6,99.9,0,0,140,267,70,45,4,99,,,23,2,1,7,2,6,9,9,20,8,12,0,0,1,0,90.9,100,0,0,554242,32673,7500,10100,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68476697,,15700,15700,15700, 60 months,16.59,386.74,D,D2,Teacher,6 years,MORTGAGE,48000,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476697,,credit_card,Credit card refinancing,707xx,LA,29.13,0,Nov-05,685,689,0,66,,19,0,15458,64.9,28,w,7292.63,7292.63,14659.94,14659.94,8407.37,6252.57,0,0,0,Feb-19,386.74,Apr-19,Mar-19,649,645,0,72,1,Individual,,,,0,0,270017,2,9,1,3,6,68316,101,2,2,5268,88,23800,0,2,1,5,14211,1516,87.7,0,0,112,121,4,4,1,4,66,10,66,1,3,6,4,5,13,9,14,7,19,0,0,0,3,96.4,75,0,0,305962,83774,12300,81126,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68566856,,28800,28800,28800, 60 months,11.99,640.5,C,C1,Office Manager,10+ years,OWN,60000,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566856,,debt_consolidation,Debt consolidation,331xx,FL,18.01,0,Feb-89,800,804,0,,,21,0,18421,10.5,37,w,12593.27,12593.27,24291.04,24291.04,16206.73,8084.31,0,0,0,Feb-19,640.5,Apr-19,Mar-19,804,800,0,,1,Individual,,,,0,0,41270,2,1,1,1,8,22849,91,3,7,7303,21,175800,1,0,2,8,2428,141793,11.2,0,0,94,322,5,5,2,11,,8,,0,8,10,13,20,3,20,31,10,21,0,0,0,4,100,0,0,0,200980,41270,159700,25180,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68543413,,10000,10000,10000, 36 months,12.88,336.37,C,C2,Contract Specialist,4 years,MORTGAGE,91392,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68543413,,house,Home buying,644xx,MO,9.44,0,Sep-06,710,714,0,,,13,0,6959,41.7,33,f,0,0,11316.89019,11316.89,10000,1316.89,0,0,0,Mar-17,6961.97,,Dec-18,594,590,0,,1,Individual,,,,0,0,304514,2,4,1,4,6,66773,88,1,1,2180,71,16700,0,0,3,7,23424,433,90.2,0,0,104,111,9,6,3,9,,8,,0,3,5,3,6,19,7,11,5,13,0,0,0,3,100,100,0,0,321380,73732,4400,68648,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68366663,,24000,24000,24000, 60 months,9.8,507.58,B,B3,,,OWN,77900,Not Verified,Dec-15,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68366663,,home_improvement,Home improvement,376xx,TN,10.24,0,Oct-82,740,744,1,50,,9,0,3454,10.3,21,w,10182.57,10182.57,19255.37,19255.37,13817.43,5437.94,0,0,0,Feb-19,507.58,Apr-19,Mar-19,814,810,0,50,1,Individual,,,,0,0,127412,0,1,0,0,73,1456,4,0,1,3309,7,33600,1,0,2,1,14157,27172,10.9,0,0,139,398,22,22,2,22,,0,,1,2,3,4,6,6,7,13,3,9,0,0,0,0,95.2,0,0,0,202351,4910,30500,33631,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416916,,28000,28000,28000, 60 months,18.49,718.51,D,D5,Engineer,10+ years,MORTGAGE,75000,Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416916,,debt_consolidation,Debt consolidation,471xx,IN,31.88,0,Oct-02,685,689,0,,,27,0,43413,51.9,46,w,0,0,39607.45188,39607.45,28000,11607.45,0,0,0,Oct-18,16687.04,,Mar-19,694,690,0,,1,Individual,,,,0,0,193745,1,2,0,2,22,13889,44,2,6,7213,50,83600,1,0,0,8,7176,23476,59.9,0,0,143,158,4,4,2,10,,16,,0,14,20,14,18,9,24,34,20,27,0,0,0,2,100,50,0,0,267312,57302,58500,31758,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68444620,,35000,35000,35000, 60 months,11.99,778.38,C,C1,Foreign Service Officer,10+ years,MORTGAGE,128000,Source Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68444620,,home_improvement,Home improvement,200xx,DC,6.46,0,Feb-90,685,689,0,46,,17,0,14277,27.4,46,w,0,0,44358.9107,44358.91,35000,9358.91,0,0,0,Dec-18,17952.27,,Mar-19,724,720,0,56,1,Individual,,,,0,321,146867,1,11,0,0,28,35367,49,0,1,5020,40,52200,1,4,0,3,8639,17248,35.6,0,0,206,310,19,3,5,99,46,15,46,1,3,4,3,6,26,5,11,4,17,0,0,0,1,91.3,33.3,0,0,220950,49644,26800,71700,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68082535,,7200,7200,7200, 36 months,9.17,229.53,B,B2,Site lead,10+ years,MORTGAGE,50000,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68082535,,debt_consolidation,Debt consolidation,015xx,MA,19.25,0,Aug-87,675,679,0,70,,13,0,9051,47.6,25,w,0,0,7598.05,7598.05,7200,398.05,0,0,0,Aug-16,6206.89,,Mar-19,634,630,0,,1,Individual,,,,0,0,218695,0,2,0,2,14,18276,74,2,4,3281,63,19000,1,3,2,8,19881,9949,47.6,0,0,120,137,11,9,3,11,,10,,0,6,6,8,13,7,9,14,6,13,0,0,0,3,96,37.5,0,0,236795,27327,19000,24744,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466995,,10000,10000,10000, 36 months,7.91,312.95,A,A5,Teacher,2 years,RENT,40100,Not Verified,Dec-15,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466995,,credit_card,Credit card refinancing,453xx,OH,10.81,0,Oct-98,680,684,1,,,4,0,6664,45,7,w,0,0,11255.15466,11255.15,10000,1255.15,0,0,0,Jan-19,312.89,,Mar-19,699,695,0,,1,Individual,,,,0,1036,27354,1,1,0,0,76,20690,101,1,2,5037,78,14800,0,0,1,2,6839,6420,50.6,0,0,124,206,1,1,0,24,,1,,0,2,3,2,2,3,3,4,3,4,0,0,0,1,100,0,0,0,35247,27354,13000,20447,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68584507,,16000,16000,16000, 60 months,13.44,367.67,C,C3,Merchandise Manager,1 year,RENT,42000,Not Verified,Dec-15,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68584507,,credit_card,Credit card refinancing,019xx,MA,9.6,0,Apr-02,670,674,0,,,29,0,11834,44.8,48,w,0,0,4382.17,4382.17,2406.29,1975.88,0,0,0,Jan-17,367.67,,May-17,499,0,0,,1,Individual,,,,0,0,83690,0,15,0,0,52,71856,118,0,1,1846,96,26400,0,0,0,1,2886,14203,40.6,0,0,164,120,16,16,0,16,,,,0,7,8,13,20,25,14,23,8,29,0,0,0,0,97.9,30.8,0,0,87509,83690,23900,61109,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
